rest_name,address_rd,price_range,pri_category,sec_category,collection,comments,rating,likes,dislikes
譚仔雲南米線 Tamjai Yunnan Mixian,堪富利士道,$50以下,其他中菜,粉麵-米線,1988,58,3.5,20,4
君戶鍋貼大王 (港晶中心),加連威老道,$50以下,其他中菜,粉麵-米線,232,12,2.9,3,1
雲南桂林過橋米線 Wan Lam Noodles,赫德道,$50以下,其他中菜,粉麵-米線,1190,63,2.8,16,13
星林居酸辣米線餐廳 Sing Lum Khui Sour & Spicy Rice Noodle Restaurant,金馬倫道,$50以下,其他中菜,粉麵-米線,3712,214,3.3,83,37
一芳台灣水果茶 (加連威老道) Yi Fang (Granville Road),加連威老道,$50以下,其他中菜,台式飲品,413,31,3.5,12,4
花斑茶社 (樂道) A Boutea (Lock Road),樂道,$50以下,其他中菜,"快餐店,少鹽少糖食店",7630,229,4.2,176,4
茶星人 (金馬倫中心) E.Tea (Cameron Centre),漆咸道,$50以下,其他中菜,台式飲品,762,9,3.8,6,0
茶匠 (尖沙咀) Chashou (Tsim Sha Tsui),廣東道,$50以下,其他中菜,台式飲品,236,3,3.6,1,0
鹿角巷 The Alley,彌敦道,$50以下,其他中菜,"快餐店,少鹽少糖食店",11081,288,3.6,123,11
KiKi茶 KiKi Tea,梳士巴利道,$50以下,其他中菜,台式飲品,747,49,3.4,17,4
一芳台灣水果茶 Yifang Taiwan Fruit Tea,廣東道,$50以下,其他中菜,台式飲品,230,4,3.5,2,1
迷客夏 (恒生尖沙咀大廈) Milksha (Hang Seng Tsim Sha Tsui Building),加拿分道,$50以下,其他中菜,台式飲品,1075,19,4.3,12,0
老虎堂黑糖專売 Tiger Sugar,樂道,$50以下,其他中菜,台式飲品,634,42,4,20,0
1011 SIPTEA (美麗華廣場),彌敦道,$50以下,其他中菜,台式飲品,111,32,4.5,30,0
天仁茗茶 TenRen's Tea,梳士巴利道,$50以下,其他中菜,"快餐店,少鹽少糖食店",935,55,3.6,25,3
OM Tapas,棉登徑,$201-400,西式,酒吧,21824,305,3.9,236,17
葡匯咪走雞葡國餐廳 Mike's Chicken Comida de Portugal Restaurant,彌敦道,$201-400,西式,中菜館,14088,286,3.8,204,23
視佳廊 Sky Lounge,彌敦道,$201-400,西式,"海鮮,酒吧,飲o野傾計,麵包店,酒店餐廳,酒,無翅餐廳",6670,176,3.8,102,6
喜雅私房菜,堪富利士道,$201-400,港式/粵菜,私房菜,326,8,4,7,0
雞記潮州麵食 Kai Kee Noodle,加拿分道,$50以下,港式/粵菜,"自助餐,酒店餐廳",5613,188,3.4,100,18
譚仔雲南米線 Tamjai Yunnan Mixian,廣東道,$50以下,其他中菜,粉麵-米線,964,40,4.1,25,1
長今會所 Cheung Kam Recreation Club Limited,麼地道,$50以下,日本菜,"串燒,卡拉ok,適合大夥人",238,4,3.8,1,0
譚仔雲南米線 Tamjai Yunnan Mixian,港鐵九龍站,$50以下,其他中菜,粉麵-米線,277,7,2.6,0,1
譚仔三哥米線 TamJai SamGor,金馬倫道,$50以下,其他中菜,小食店,1528,39,3.9,21,0
譚仔三哥米線 TamJai SamGor,加連威老道,$50以下,其他中菜,小食店,2460,140,3.5,63,11
NUTTEA (美麗華廣場),彌敦道,$50以下,其他中菜,台式飲品,768,11,3.7,3,0
春水堂 Chun Shui Tang,彌敦道,$51-100,其他中菜,台式飲品,2398,49,3.7,21,3
阿杏飯團 A Xing Fruit Tea & Rice Roll,加連威老道,$51-100,其他中菜,台式飲品,2612,164,4.4,147,2
奔之食堂 Pun’s Food,廣東道,$51-100,其他中菜,粉麵-米線,7911,110,3.8,68,6
十一茶屋 Ten One Tea HK,廣東道,$50以下,其他中菜,台式飲品,334,49,3.6,28,3
春禧堂台灣料理餐廳 Chun Xi Tang,廣東道,$51-100,其他中菜,台式飲品,1976,180,4.3,162,3
春水堂 (香港西九龍站) Chun Shui Tang (香港西九龍站),柯士甸道,$51-100,其他中菜,台式飲品,1508,68,3.6,24,4
聚點私房 Joy Point Private,麼地道,$201-400,港式/粵菜,"點心,酒樓,山珍海味",2149,37,4.4,26,1
Villa 26,麼地道,$201-400,西式,酒吧,8565,44,4.3,30,1
The Dutch House Restaurant,廣東道,$401-800,西式,fine-dining,714,78,4.7,77,0
La Table French Brasserie,麼地道,$401-800,西式,fine-dining,4375,61,4.3,52,1
米線陣 Mixian Sense,加拿分道,$50以下,其他中菜,粉麵-米線,1282,93,3.6,47,12
米線陣 Mixian Sense,廣東道,$50以下,其他中菜,粉麵-米線,1272,32,3.5,14,2
米線陣 Mixian Sense,港鐵九龍站,$50以下,其他中菜,粉麵-米線,189,7,2.8,3,2
KiKi麵店 (K11 Musea) KiKi Noodle Bar (K11 Musea),梳士巴利道,$51-100,其他中菜,粉麵-米線,4611,169,3.8,101,9
孖寶越南湯河 Marble Vietnamese,柯士甸道,$51-100,其他亞洲菜,小食店,1999,34,3.7,18,2
土司工坊 Toast Box,廣東道,$51-100,其他亞洲菜,粉麵-米線,368,28,3.3,10,3
河內越式料理 Ha Noi Vietnamese Cuisine,堪富利士道,$51-100,其他亞洲菜,粉麵-米線,2819,213,4.4,204,0
鐵牛台灣牛肉麵 Iron Cow Taiwanese Beef Noodles,加連威老道,$51-100,其他中菜,粉麵-米線,22258,461,3.7,258,20
星級私房菜,堪富利士道,$101-200,其他中菜,私房菜,89,13,3.7,9,1
海鮮站 Seafood Station,科學館道,$101-200,港式/粵菜,中菜館,1349,48,3.6,33,3
海鮮站 Seafood Station,加連威老道,$101-200,港式/粵菜,西式糕點,1232,156,3.6,109,11
Sonder,加拿分道,$201-400,西式,"海鮮,酒吧,燒烤,卡拉ok",2303,62,3.9,50,5
Kebabchi (金巴利大廈),柯士甸道,$50以下,中東/地中海菜,"快餐店,少鹽少糖食店",603,19,4.3,17,0
東京天井食堂 The Well Japanese Restaurant,柯士甸道,$51-100,日本菜,"居酒屋,串燒",2630,40,4.5,37,1
川味王 Spicy King,柯士甸道,$51-100,其他中菜,烤肉,885,32,3,9,10
名人私房菜 Celebrity Private Kitchens,漢口道,$201-400,港式/粵菜,私房菜,1619,71,3.7,62,2
Golden Branch (K11 Musea),梳士巴利道,$101-200,其他亞洲菜,粉麵-米線,121,3,2.9,1,1
阿閒泰 AHAN THAI,河內道,$101-200,西式,粉麵-米線,18885,695,4.3,593,25
pho.dle.bar,柯士甸道,$101-200,其他亞洲菜,粉麵-米線,5227,89,4.1,62,1
Bot Noodle,梳士巴利道,$101-200,其他亞洲菜,粉麵-米線,393,42,3.3,16,11
龍記雲吞麵,河內道,$50以下,港式/粵菜,粉麵-米線,40,9,3.9,7,0
家嫂星洲美食,柯士甸道,$50以下,其他亞洲菜,小食店,85,26,2.7,7,10
龍記招牌雲吞 Lung Kee Wanton,加拿分道,$50以下,港式/粵菜,粉麵-米線,115,23,3.5,15,0
英王麵包店 A-1 Bakery,港鐵尖東站,$50以下,西式,咖啡店,515,88,3.6,31,5
活蘭印度素食 Woodlands Indian Vegetarian Restaurant,麼地道,$101-200,其他亞洲菜,"快餐店,少鹽少糖食店",9086,152,4.1,121,3
HABITŪ table (ELEMENTS圓方),柯士甸道,$101-200,西式,"快餐店,少鹽少糖食店",5869,253,3.4,118,37
HABITŪ caffè (The ONE),彌敦道,$101-200,西式,"快餐店,少鹽少糖食店",7876,229,3.6,109,16
Tagline Restaurant and Bar,寶勒巷,$101-200,中東/地中海菜,"無肉餐單,扒房,素食,咖喱,沙律",7547,135,4.5,124,0
PizzaExpress (帝國中心) PizzaExpress (Empire Centre),麼地道,$101-200,西式,"無肉餐單,適合大夥人,薄餅",3419,63,4.2,53,3
Mango Tree,柯士甸道,$201-400,其他亞洲菜,咖啡店,38970,492,3.8,265,29
新金島魚蛋王 New Island Cafe,廣東道,$50以下,港式/粵菜,粉麵-米線,22,14,3,0,1
香港仔魚蛋粉,堪富利士道,$50以下,港式/粵菜,粉麵-米線,118,36,2.5,3,20
豐明苑茶餐廳 Fung Ming Yuen Restaurant,麼地道,$51-100,港式/粵菜,"自助餐,酒店餐廳",188,17,3.3,7,3
Katong,柯士甸道,$51-100,其他亞洲菜,粉麵-米線,229,27,3.2,9,6
Le Viet,彌敦道,$101-200,其他亞洲菜,"居酒屋,串燒",28605,852,4.1,679,28
川味亭,漆咸道,$101-200,其他中菜,"居酒屋,串燒",208,20,4.2,18,1
鳥鑫 Tori Kin,厚福街,$101-200,日本菜,"居酒屋,串燒",608,44,4.6,43,0
串點燒烤美食,厚福街,$101-200,其他中菜,"居酒屋,串燒",168,26,4.2,24,0
太平洋咖啡 Pacific Coffee,金巴利道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",234,11,3.7,4,1
McCafe,梳士巴利道,$50以下,西式,西式糕點,183,114,3.5,60,6
George Coffee,梳士巴利道,$50以下,西式,咖啡店,308,8,4,4,1
SIP.ART,梳士巴利道,$50以下,西式,咖啡店,1285,64,4.3,51,2
Hooman by the Sea (西九文化區),西九文化區,$50以下,西式,"咖啡店,all-day-breakfast",8300,180,3.9,102,4
Mood Coffee,漆咸道,$50以下,西式,咖啡店,1139,103,4.3,95,0
N1 Coffee & Co.,麼地道,$50以下,西式,"咖啡店,all-day-breakfast",17433,234,3.8,139,6
% Arabica (K11 Musea),梳士巴利道,$50以下,西式,咖啡店,2636,129,4.3,106,1
% Arabica (天星碼頭),天星碼頭,$50以下,西式,咖啡店,7103,183,4,132,7
ChaTraMue,加拿分道,$50以下,其他亞洲菜,甜品-糖水,1743,66,3.8,28,4
星巴克咖啡 Starbucks Coffee,彌敦道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",1098,82,3.6,40,2
星巴克咖啡 Starbucks Coffee,廣東道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",1025,42,3.6,21,0
土生花 Soil to Soul,梳士巴利道,$201-400,其他亞洲菜,"快餐店,少鹽少糖食店",11420,146,3.8,74,18
Greyhound Café (海港城),廣東道,$201-400,其他亞洲菜,咖啡店,18877,364,3.5,172,37
Le Soleil,麼地道,$201-400,其他亞洲菜,"自助餐,酒店餐廳",7340,218,3.9,142,10
雅廊咖啡室 Café Allegro,麼地道,$201-400,西式,"自助餐,酒店餐廳",10310,226,3.2,84,50
菓一道健康餐廳 Fruit Stop Health Food Restaurant,廣東道,$51-100,港式/粵菜,"無肉餐單,適合大夥人,薄餅",373,141,3.6,91,13
Saravanaa Bhavan,亞士厘道,$51-100,其他亞洲菜,"無肉餐單,適合大夥人,薄餅",4833,346,4.1,327,3
PizzaExpress,亞士厘道,$101-200,西式,"無肉餐單,適合大夥人,薄餅",615,169,3.6,103,14
Nara Thai Restaurant & Bar,麼地道,$101-200,其他亞洲菜,"海鮮,浪漫情調,慶祝紀念日,飲o野傾計",3934,91,3.6,48,8
喜聚燒 Happy Circle Q,寶勒巷,$201-400,其他中菜,"居酒屋,串燒",335,57,4.5,57,0
高木炭火鳥燒 Takagi Yakitori,棉登徑,$201-400,日本菜,"居酒屋,串燒",8918,138,4.2,118,5
錦 Nishiki Yakitori,麼地道,$201-400,日本菜,"串燒,適合大夥人,慶祝紀念日",3854,53,3.8,41,2
澄 Sumi,加拿分道,$201-400,日本菜,"串燒,私房菜,慶祝紀念日,包場派對,飲o野傾計",734,34,3.7,27,4
星巴克咖啡 Starbucks Coffee,加連威老道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",406,32,3.5,16,2
星巴克咖啡 Starbucks Coffee,加連威老道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",485,22,3.7,9,0
星巴克咖啡 Starbucks Coffee,河內道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",686,13,3.7,5,1
星巴克咖啡 Starbucks Coffee,彌敦道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",652,54,3.5,31,4
Bear of Color (The ONE),彌敦道,$50以下,西式,咖啡店,488,8,3.7,4,1
星巴克咖啡 Starbucks Coffee,柯士甸道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",821,36,3.4,15,4
星巴克咖啡 Starbucks Coffee,柯士甸道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",245,35,3.5,16,1
星巴克咖啡 Starbucks Coffee,梳士巴利道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",214,16,3.9,12,0
太平洋咖啡 Pacific Coffee,廣東道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",275,47,3.5,21,1
星巴克咖啡 Starbucks Coffee,麼地道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",331,10,3.6,5,0
星巴克咖啡 Starbucks Coffee,廣東道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",182,21,3.6,11,0
McCafe,北京道,$50以下,西式,西式糕點,44,9,2.9,2,2
星巴克咖啡 Starbucks Coffee,廣東道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",206,21,3.7,16,1
Heat Bakery,金巴利道,$50以下,西式,麵包店,347,21,4,17,0
KABOOM,北京道,$201-400,其他亞洲菜,"串燒,咖啡店,咖喱,酒吧",27949,113,3.8,71,18
乾杯串燒居酒屋 (漆咸道南) Ganbei Yakitori Restaurant (Chatham Road South),漆咸道,$201-400,日本菜,"居酒屋,串燒",4797,121,3.2,58,43
秋燒 Aki,麼地道,$201-400,日本菜,"居酒屋,串燒",140,4,2.9,2,1
太平洋咖啡 Pacific Coffee,彌敦道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",83,3,4,2,0
The Salfee Bar,中間道,$50以下,西式,咖啡店,1649,60,4.2,46,1
Blooms Coffee (K11 Musea),梳士巴利道,$50以下,西式,咖啡店,3329,141,3.6,56,18
豆旅 BeansTrip,山林道,$50以下,西式,咖啡店,1175,20,4.1,13,0
KR Cafe,金巴利道,$50以下,西式,咖啡店,1147,21,3.7,9,2
太平洋咖啡 Pacific Coffee,廣東道,$50以下,西式,"咖啡店,沙律,飲o野傾計,西式糕點",277,11,3.9,5,1
多美意餅屋 Domie Cake Shop,柯士甸道,$50以下,西式,麵包店,7612,91,4,53,4
Gontran Cherrier (Bakery),梳士巴利道,$50以下,西式,麵包店,2920,102,4.1,63,3
東海堂 Arome Bakery,港鐵尖東站,$50以下,西式,麵包店,364,37,3.5,20,0
Gontran Cherrier (Cafe),梳士巴利道,$50以下,西式,麵包店,397,5,3.9,0,0
東海堂 Arome Bakery,港鐵九龍站,$50以下,西式,麵包店,48,3,4.2,1,0
南亭 (凱譽) Nan Tei (The Pinnacle),棉登徑,$201-400,日本菜,"居酒屋,串燒",4195,145,4.3,133,2
兆鳥 CHOU CHOU Yakitori,棉登徑,$401-800,日本菜,"居酒屋,串燒",2305,18,4.1,13,2
幸匠燒 SHIAWASE,廣東道,$401-800,日本菜,"居酒屋,串燒",14755,145,4.1,95,5
蠔埕 Wild Oyster,彌敦道,$401-800,日本菜,"居酒屋,串燒",926,60,4.6,57,1
菲爾斯曲奇專賣店 Mrs. Fields Cookies,港鐵尖東站,$50以下,西式,朱古力-糖果店,221,29,3.5,12,2
Baked By Shangri-La,麼地道,$50以下,西式,麵包店,649,28,3.9,14,1
URBAN Bake n Take,柯士甸道,$50以下,西式,麵包店,603,4,4.5,3,0
URBAN Bake n Take,河內道,$50以下,西式,麵包店,360,3,4.4,2,0
Youniqueed,加連威老道,$51-100,西式,"咖啡店,all-day-breakfast",2813,184,4.3,168,1
Lady M,廣東道,$51-100,西式,咖啡店,23371,672,3.8,407,16
Turning Point By Coffee Art,彌敦道,$51-100,西式,"咖啡店,all-day-breakfast",3795,74,3.7,34,9
NOC Coffee Co.,麼地道,$51-100,西式,"咖啡店,all-day-breakfast",3279,49,4,28,1
shh Cafe,柯士甸道,$51-100,西式,咖啡店,4681,123,4.5,99,5
NOC Coffee Co.,廣東道,$51-100,西式,"咖啡店,all-day-breakfast",1461,17,3.8,10,1
Flash Coffee (冠華中心),麼地道,$51-100,西式,咖啡店,211,10,4.3,6,1
8 MILES Bánh Mì,漆咸道,$51-100,其他亞洲菜,咖啡店,302,6,4.9,5,0
Barista Caffe,亞士厘道,$51-100,西式,"咖啡店,all-day-breakfast",16335,194,3.9,131,7
串燒一族,寶勒巷,$50以下,港式/粵菜,"居酒屋,串燒",77,5,3.2,2,1
富豪餅店 Regal Patisserie,麼地道,$50以下,西式,西式糕點,142,3,4,2,0
榮光手工創意曲奇 Glory Bakery,加拿分道,$50以下,西式,麵包店,1174,14,4,8,0
La Creation & Châteraisé,柯士甸道,$50以下,日本菜,西式糕點,1016,15,3.8,4,0
Danish Bar,廣東道,$50以下,日本菜,麵包店,224,16,3.1,6,2
Regala Healthy Cakes,麼地道,$50以下,西式,"自助餐,酒店餐廳",52,5,3.8,3,0
Maison Eric Kayser,棉登徑,$51-100,西式,西式糕點,3171,39,3.9,23,0
Number 9 Coffee,加連威老道,$51-100,西式,咖啡店,2253,36,4.1,23,1
Infuse,梳士巴利道,$51-100,西式,咖啡店,3152,28,3.7,11,1
息 Leaf Cafe,柯士甸道,$51-100,西式,"咖啡店,果汁,西式糕點,咪嘥嘢食店",1122,24,3.5,13,2
Fuel Espresso,柯士甸道,$51-100,西式,"咖啡店,果汁,西式糕點,咪嘥嘢食店",1222,5,3.9,3,0
Simplii Yours,河內道,$51-100,西式,咖啡店,331,3,3.7,1,0
Coffee Corner,彌敦道,$51-100,西式,咖啡店,301,5,3.3,2,0
Plan B Cafe,山林道,$51-100,西式,"咖啡店,all-day-breakfast",4346,134,3.9,84,10
Infiniti C,梳士巴利道,$51-100,西式,咖啡店,7702,105,3.7,55,5
Golden Diamond Truffle,梳士巴利道,$51-100,西式,"咖啡店,雪糕-乳酪,果汁,茶館",936,75,4.3,63,0
How To Live Well (K11購物藝術館),河內道,$101-200,西式,"甜品-糖水,咖啡店,樓上cafe",23795,212,4,133,5
MiLuna Cafe & Ale House,漆咸道,$101-200,西式,"咖啡店,all-day-breakfast",5052,121,4.6,106,0
九龍城寨,漆咸道,$101-200,西式,"樓上cafe,適合大夥人,包場派對",393,15,4.3,15,0
貓喵堡 Meowcastle,海防道,$101-200,西式,"動物友善餐廳,酒,酒吧",1889,18,4.1,10,0
Peace Cafe,漢口道,$101-200,西式,"樓上cafe,適合大夥人,包場派對",4141,101,3.9,58,6
紅館 Private Corner Cafe & Bar,漆咸道,$101-200,西式,"樓上cafe,適合大夥人,包場派對",735,7,4.1,7,0
貓喵堡 Meowcastle,寶勒巷,$101-200,西式,"動物友善餐廳,酒,酒吧",2105,37,4.4,29,0
樂園 Happyland,北京道,$201-400,西式,"樓上cafe,適合大夥人,包場派對",15062,885,4,783,15
Bakehouse,漢口道,$51-100,西式,麵包店,6400,82,4,56,3
珍妮曲奇 Jenny Bakery,彌敦道,$51-100,西式,麵包店,1176,14,3.4,2,1
Gontran Cherrier (Restaurant),梳士巴利道,$51-100,西式,麵包店,19846,427,3.9,239,14
ThreeSixty,柯士甸道,$51-100,西式,"咖啡店,雪糕-乳酪,果汁,茶館",691,101,3.5,49,10
Tardemah (K11 Musea),梳士巴利道,$51-100,其他亞洲菜,麵包店,4941,98,4.1,69,2
Naturally Good,彌敦道,$51-100,西式,咖啡店,247,5,3.4,2,0
Cupping Room Coffee Roasters (海港城),廣東道,$51-100,西式,咖啡店,7838,113,3.6,44,7
Cupping Room,西九文化區,$51-100,西式,"咖啡店,all-day-breakfast",857,19,3.9,14,2
Page Common,柯士甸道,$51-100,西式,咖啡店,25627,261,4.1,173,1
Koffee Mameya & Omotesando Koffee,梳士巴利道,$51-100,日本菜,咖啡店,5629,79,3.8,43,3
峇里堂 BaliTown,彌敦道,$51-100,其他亞洲菜,咖啡店,17448,325,4.2,272,10
Crema,加連威老道,$51-100,西式,酒吧,4787,293,3.7,188,19
唞唞 Rest Coffee Gin,西九文化區,$51-100,西式,咖啡店,11217,118,3.8,60,11
梔子 Zi,棉登徑,$51-100,西式,咖啡店,30011,366,3.9,257,16
B’hood,麼地道,$51-100,西式,咖啡店,2836,148,4.4,141,1
Black Sugar Coffee & Lifestyle,麼地道,$51-100,西式,咖啡店,12088,138,4.1,99,2
麥當勞 McDonald's,梳士巴利道,$50以下,西式,"快餐店,少鹽少糖食店",979,377,3.3,117,28
麥當勞 McDonald's,北京道,$50以下,西式,"快餐店,少鹽少糖食店",324,62,3.2,24,10
麥當勞 McDonald's,科學館道,$50以下,西式,"快餐店,少鹽少糖食店",245,38,3.4,8,4
麥當勞 McDonald's,港鐵九龍站,$50以下,西式,"快餐店,少鹽少糖食店",717,17,3.5,3,1
麥當勞 McDonald's,亞士厘道,$50以下,西式,"快餐店,少鹽少糖食店",73,11,2.9,2,2
麥當勞 McDonald's,寶勒巷,$50以下,西式,"快餐店,少鹽少糖食店",264,24,3.2,8,4
德國熱狗 Hot Dog Link,廣東道,$50以下,西式,"快餐店,少鹽少糖食店",784,7,4,6,0
肯德基家鄉雞 (KFC) Kentucky Fried Chicken,廣東道,$50以下,西式,"快餐店,少鹽少糖食店",479,37,3.1,11,7
Mon Cher,廣東道,$51-100,西式,麵包店,417,11,4.3,7,0
Le Pain Quotidien,麼地道,$101-200,西式,"快餐店,少鹽少糖食店",5802,51,3.7,26,4
Rise by Classified (H Zentre),中間道,$101-200,西式,咖啡店,1912,41,4,30,1
曲奇童話 Conte De Cookie,加拿分道,$101-200,西式,西式糕點,81,5,4.4,4,0
半島酒店大堂茶座 The Lobby,梳士巴利道,$201-400,西式,"麵包店,咖啡店,同客食飯,酒店餐廳,飲o野傾計",12588,554,3.9,318,34
The One Bakery,柯士甸道,$50以下,西式,麵包店,661,33,3.5,15,4
多美意餅屋 Domie Cake Shop,柯士甸道,$50以下,港式/粵菜,麵包店,182,68,3.8,50,2
Courage Eighteen,麼地道,$51-100,西式,"咖啡店,all-day-breakfast",12584,186,4,135,7
The Frequency,山林道,$51-100,西式,咖啡店,9031,129,3.9,83,5
M Zone 親和藝術,漆咸道,$51-100,西式,咖啡店,3182,138,4.1,101,7
Ralph's Coffee,廣東道,$51-100,西式,西式糕點,3384,72,3.8,40,4
Café laimė,加連威老道,$51-100,西式,咖啡店,267,8,3.9,3,0
Espresso Alchemy,廣東道,$101-200,西式,"咖啡店,all-day-breakfast",8820,561,4.4,517,0
NINETYs (星光行),梳士巴利道,$101-200,西式,咖啡店,9587,213,4.3,175,6
Café Bohème,西九文化區,$101-200,西式,"快餐店,少鹽少糖食店",11243,79,3.9,48,1
Zucco,漆咸道,$101-200,西式,咖啡店,2738,50,4.4,45,0
New Istanbul Kebab,赫德道,$50以下,中東/地中海菜,"快餐店,少鹽少糖食店",879,20,3.6,11,2
肯德基家鄉雞 (KFC) KFC,彌敦道,$50以下,西式,"快餐店,少鹽少糖食店",184,6,3.6,2,0
MR. MAKI (金巴利大廈),柯士甸道,$51-100,日本菜,"快餐店,少鹽少糖食店",1909,121,4.5,119,0
Subway,科學館道,$51-100,西式,"快餐店,少鹽少糖食店",210,3,4.1,2,0
Kisses Cupcakes,梳士巴利道,$50以下,西式,麵包店,22,5,3.5,3,1
珍妮曲奇 Jenny Bakery,彌敦道,$51-100,西式,麵包店,4610,48,3.4,18,5
珍妮曲奇 Jenny Bakery,彌敦道,$51-100,西式,麵包店,389,36,3.5,24,3
ISABELLE,河內道,$51-100,西式,麵包店,43,10,3.9,7,0
Délifrance,漆咸道,$51-100,西式,"快餐店,少鹽少糖食店",62,17,3.3,7,0
祝奇餅 Blesscuit Bakery,河內道,$101-200,西式,朱古力-糖果店,164,16,3.9,9,2
泰昌餅家 Tai Cheong Bakery,天星碼頭,$50以下,港式/粵菜,"唐餅,懷舊老店",2034,26,3.5,18,2
NINETYs (K11購物藝術館),河內道,$101-200,西式,咖啡店,1491,55,4.4,50,0
Cova Pasticceria & Confetteria,廣東道,$101-200,西式,"咖啡店,雪糕-乳酪,果汁,茶館",4170,91,3.7,46,9
Hygge Bar,漆咸道,$101-200,西式,酒吧,2093,7,3.4,3,3
Espresso Alchemy,彌敦道,$101-200,西式,"咖啡店,all-day-breakfast",16666,1069,4.2,931,18
Reaction Coffee Roasters,麼地道,$101-200,西式,咖啡店,16961,191,4,141,5
Fryers,棉登徑白蘭軒道,$51-100,西式,"快餐店,少鹽少糖食店",1174,38,4.5,37,0
SHABAB Syrian Food,天星碼頭,$51-100,中東/地中海菜,"快餐店,少鹽少糖食店",164,3,3.7,2,1
Five Guys,梳士巴利道,$51-100,西式,"快餐店,少鹽少糖食店",6574,206,3.6,96,8
Roll & Mari,金巴利道,$51-100,其他亞洲菜,"快餐店,少鹽少糖食店",708,60,3,16,18
Burgeroom (美麗華廣場一期),彌敦道,$101-200,西式,"快餐店,少鹽少糖食店",46821,1314,4.2,1106,27
Hungry Korean (亞士厘道),亞士厘道,$101-200,其他亞洲菜,"快餐店,少鹽少糖食店",14565,341,3.6,221,10
菲爾斯曲奇專賣店 Mrs. Fields Cookies,港鐵尖東站,$50以下,西式,朱古力-糖果店,119,9,3.5,3,0
Venchi (海港城),廣東道,$51-100,西式,甜品-糖水,538,18,4.1,11,0
Godiva Chocolatier (海港城),廣東道,$51-100,西式,朱古力-糖果店,1191,113,3.9,78,1
Godiva Chocolatier (ELEMENTS圓方),柯士甸道,$51-100,西式,朱古力-糖果店,169,7,4.2,5,0
Royce' Chocolate,廣東道,$51-100,日本菜,朱古力-糖果店,870,78,3.8,57,1
德國熱狗 Hot Dog Link,亞士厘道,$50以下,西式,"快餐店,少鹽少糖食店",1251,17,3.9,12,0
明洞Express,天文臺道,$50以下,其他亞洲菜,"快餐店,少鹽少糖食店",303,103,3.3,56,15
Panash Cafe (iSQUARE國際廣場),彌敦道,$101-200,西式,咖啡店,2092,121,3.3,52,15
CURATOR Art & Café,梳士巴利道,$101-200,西式,西式糕點,33320,835,4.2,711,15
Urban Coffee Roaster (碧仙桃路),碧仙桃路,$101-200,西式,"咖啡店,all-day-breakfast",28085,474,3.9,381,14
Café 100 by The Ritz-Carlton,柯士甸道,$101-200,西式,"咖啡店,雪糕-乳酪,果汁,茶館",7402,228,4.1,150,12
川婆婆麻辣燙,厚福街,$50以下,其他中菜,小食店,6411,76,3.4,36,7
女皇麵店 Queen's Noodle,柯士甸道,$50以下,港式/粵菜,小食店,165,12,4.1,9,0
澳門大排檔,樂道,$50以下,港式/粵菜,小食店,296,26,3.2,11,1
龍島 (iSQUARE國際廣場) LUCULLUS (iSQUARE),彌敦道,$101-200,西式,朱古力-糖果店,606,36,3.8,28,0
ChocoNext,廣東道,$101-200,西式,朱古力-糖果店,151,12,4.2,6,0
Cova Ristorante & Caffe (海港城),廣東道,$201-400,西式,朱古力-糖果店,10162,143,3.8,66,12
Cova Ristorante & Caffe (海洋中心),廣東道,$201-400,西式,朱古力-糖果店,460,3,3.6,1,1
Sugarfina,廣東道,$50以下,西式,朱古力-糖果店,1090,24,3.7,10,4
Sticky,河內道,$50以下,西式,朱古力-糖果店,374,28,3.7,23,1
Frederic Blondeel,廣東道,$50以下,西式,朱古力-糖果店,36,4,4.5,3,0
Venchi,廣東道,$51-100,西式,甜品-糖水,2921,131,4.1,110,3
Godiva Chocolatier,柯士甸道,$51-100,西式,朱古力-糖果店,105,8,3.4,6,1
La Maison du Chocolat,柯士甸道,$51-100,西式,朱古力-糖果店,182,24,4.3,24,0
CURATOR Creative Café at M+,西九文化區,$101-200,西式,咖啡店,1402,57,3.8,38,3
CAFE @ OFF-WHITE,廣東道,$101-200,西式,咖啡店,2700,71,4.2,35,2
Reserva Ibérica 西班牙小食吧及咖啡室 (海港城) Reserva Ibérica Tapas Bar & Café (Harbour City),廣東道,$201-400,西式,咖啡店,9112,113,4,76,6
I Café,麼地道,$50以下,西式,"咖啡店,all-day-breakfast",5293,240,4,195,9
